BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;DIE EINHEIT;15;2;;;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;Neue Liberale;16;1;542;0,023045;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;Neue Liberale;16;2;;;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;17;1;4493;0,191039;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;BüSo;18;1;;;286;0,012993;;-0,012993;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;BüSo;18;2;;;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;FAMILIE;19;1;;;2995;0,136058;;-0,136058;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;FAMILIE;19;2;;;;;;;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;PDV;20;1;;;2484;0,112844;;-0,112844;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;Partei;PDV;20;2;;;5922;0,26742;;-0,26742;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;System-Gruppe;Übrige;1000;1;;;6868;0,312003;;-0,312003;
BT;24.09.2017;Land;07;Rheinland-Pfalz;BUND;99;System-Gruppe;Übrige;1000;2;;;12996;0,58686;;-0,58686;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Wahlberechtigte;-4;;9522371;;9472738;;0,523956;;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Wähler;-3;;7441006;78,142366;6633726;70,029658;12,16933;8,112708;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Ungültige;-2;1;69317;0,931554;62423;0,940995;11,044006;-0,00944;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Ungültige;-2;2;47796;0,642333;52971;0,798511;-9,769497;-0,156178;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Gültige;-1;1;7371689;99,068446;6571303;99,059005;12,18002;0,00944;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Gültige;-1;2;7393210;99,357667;6580755;99,201489;12,345924;0,156178;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;CSU;1;1;3255487;44,162023;3544079;53,932668;-8,142934;-9,770644;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;CSU;1;2;2869688;38,815183;3243569;49,288706;-11,52684;-10,473523;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;SPD;2;1;1336404;18,128871;1443710;21,96992;-7,432656;-3,841049;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;SPD;2;2;1130931;15,296887;1314009;19,967451;-13,932781;-4,670563;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;GRÜNE;3;1;661356;8,971567;505800;7,697104;30,754448;1,274463;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;GRÜNE;3;2;722116;9,767286;552818;8,400525;30,624546;1,366761;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;FDP;4;1;477884;6,482693;183259;2,788777;160,76973;3,693916;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;FDP;4;2;751248;10,161324;334158;5,077806;124,8182;5,083517;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;AfD;5;1;773542;10,493416;146714;2,232647;427,244844;8,260769;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;AfD;5;2;916300;12,393805;283570;4,30908;223,130091;8,084725;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE LINKE;6;1;384368;5,21411;225218;3,427296;70,664867;1,786814;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE LINKE;6;2;450803;6,097527;248920;3,782545;81,103567;2,314983;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;FREIE WÄHLER;7;1;250119;3,392967;192702;2,932478;29,795747;0,46049;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;FREIE WÄHLER;7;2;199198;2,694337;180649;2,745111;10,267978;-0,050773;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;PIRATEN;8;1;10421;0,141365;131872;2,006786;-92,09764;-1,865421;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;PIRATEN;8;2;26866;0,363387;127934;1,944063;-79,000109;-1,580675;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;ÖDP;9;1;119103;1,615681;84583;1,287157;40,811983;0,328524;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;ÖDP;9;2;66801;0,903545;68365;1,038863;-2,28772;-0,135317;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BP;10;1;62622;0,849493;28430;0,432639;120,267323;0,416855;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BP;10;2;58037;0,785004;57395;0,872164;1,118564;-0,08716;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;NPD;11;1;583;0,007909;59721;0,908815;-99,023794;-0,900907;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;NPD;11;2;20611;0,278783;56737;0,862166;-63,672736;-0,583383;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Tierschutzpartei;12;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Tierschutzpartei;12;2;66218;0,89566;46937;0,713246;41,078467;0,182413;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;MLPD;13;1;2309;0,031323;448;0,006818;415,401786;0,024505;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;MLPD;13;2;2213;0,029933;1757;0,026699;25,95333;0,003234;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BüSo;14;1;2130;0,028894;1519;0,023116;40,223831;0,005779;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BüSo;14;2;1284;0,017367;1375;0,020894;-6,618182;-0,003527;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BGE;15;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;BGE;15;2;10394;0,140588;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DiB;16;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DiB;16;2;12073;0,163298;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DKP;17;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DKP;17;2;1213;0,016407;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DM;18;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DM;18;2;12689;0,17163;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Die PARTEI;19;1;13205;0,179131;2260;0,034392;484,292035;0,144739;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Die PARTEI;19;2;51607;0,698032;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Gesundheitsforschung;20;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Gesundheitsforschung;20;2;9529;0,128889;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;V-Partei³;21;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;V-Partei³;21;2;13391;0,181126;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Bündnis C;22;1;358;0,004856;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;Bündnis C;22;2;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE VIOLETTEN;23;1;670;0,009089;1087;0,016542;-38,362466;-0,007453;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE VIOLETTEN;23;2;;;8211;0,124773;;-0,124773;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;UNABHÄNGIGE;24;1;2458;0,033344;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;UNABHÄNGIGE;24;2;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;25;1;18670;0,253266;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE FRAUEN;26;1;;;;;;;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;DIE FRAUEN;26;2;;;12148;0,184599;;-0,184599;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;PDV;27;1;;;339;0,005159;;-0,005159;
BT;24.09.2017;Land;09;Bayern;BUND;99;Partei;PDV;27;2;;;6840;0,103939;;-0,103939;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Übrige;1000;1;;;19562;0,297688;;-0,297688;
BT;24.09.2017;Land;09;Bayern;BUND;99;System-Gruppe;Übrige;1000;2;;;35363;0,53737;;-0,53737;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Wahlberechtigte;-4;;7732597;;7689895;;0,5553;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Wähler;-3;;6053943;78,2912;5711469;74,272393;5,996251;4,018808;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Ungültige;-2;1;70712;1,168032;84058;1,47174;-15,877132;-0,303708;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Ungültige;-2;2;60975;1,007195;69450;1,215974;-12,203024;-0,20878;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Gültige;-1;1;5983231;98,831968;5627411;98,52826;6,322979;0,303708;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Gültige;-1;2;5992968;98,992805;5642019;98,784026;6,220273;0,20878;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;CDU;1;1;2350054;39,27734;2873905;51,069755;-18,227847;-11,792415;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;CDU;1;2;2061687;34,401769;2576606;45,668155;-19,98439;-11,266386;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;SPD;2;1;1166668;19,498963;1332623;23,680925;-12,453259;-4,181962;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;SPD;2;2;982370;16,392045;1160424;20,567531;-15,343874;-4,175486;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;GRÜNE;3;1;801880;13,402123;614298;10,916174;30,535994;2,485949;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;GRÜNE;3;2;807205;13,469203;623294;11,047357;29,5063;2,421845;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;FDP;4;1;517512;8,649374;164210;2,918038;215,152549;5,731335;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;FDP;4;2;762008;12,715035;348317;6,173623;118,768536;6,541412;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;AfD;5;1;690128;11,53437;133727;2,37635;416,072297;9,15802;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;AfD;5;2;730499;12,189269;295988;5,246136;146,800208;6,943133;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE LINKE;6;1;325019;5,432165;236251;4,198218;37,573598;1,233947;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE LINKE;6;2;380727;6,352896;272456;4,829051;39,738894;1,523844;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;PIRATEN;7;1;11340;0,18953;113966;2,025194;-90,049664;-1,835664;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;PIRATEN;7;2;27205;0,453949;130767;2,317734;-79,195822;-1,863785;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;NPD;8;1;2056;0,034363;66608;1,183635;-96,913284;-1,149272;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;NPD;8;2;15745;0,262725;56302;0,997905;-72,034741;-0,735181;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Tierschutzpartei;9;1;20756;0,346903;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Tierschutzpartei;9;2;51355;0,856921;43277;0,767048;18,665804;0,089873;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;FREIE WÄHLER;10;1;33732;0,563776;36305;0,645146;-7,087178;-0,08137;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;FREIE WÄHLER;10;2;42133;0,703041;33479;0,593387;25,84904;0,109654;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;ÖDP;11;1;18341;0,30654;30607;0,543891;-40,0758;-0,237351;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;ÖDP;11;2;21813;0,363977;23704;0,420133;-7,977557;-0,056157;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;MLPD;12;1;7045;0,117746;2099;0,0373;235,636017;0,080446;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;MLPD;12;2;4276;0,07135;2941;0,052127;45,392724;0,019224;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Tierschutzallianz;13;1;2012;0,033627;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Tierschutzallianz;13;2;13506;0,225364;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;BGE;14;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;BGE;14;2;10647;0,177658;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DiB;15;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DiB;15;2;9241;0,154197;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DKP;16;1;;;231;0,004105;;-0,004105;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DKP;16;2;1006;0,016786;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DM;17;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DM;17;2;10395;0,173453;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE RECHTE;18;1;1142;0,019087;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE RECHTE;18;2;2054;0,034274;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;MENSCHLICHE WELT;19;1;652;0,010897;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;MENSCHLICHE WELT;19;2;7612;0,127016;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Die PARTEI;20;1;26508;0,443038;1677;0,029801;1480,679785;0,413238;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Die PARTEI;20;2;43883;0,732242;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;V-Partei³;21;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;V-Partei³;21;2;7601;0,126832;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Bündnis C;22;1;406;0,006786;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Bündnis C;22;2;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;BüSo;23;1;199;0,003326;282;0,005011;-29,432624;-0,001685;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;BüSo;23;2;;;1042;0,018469;;-0,018469;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Einzelbewerber/Wählergruppe;Einzelbewerber/Wählergruppe;24;1;7781;0,130047;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Volksabstimmung;25;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;Volksabstimmung;25;2;;;11032;0,195533;;-0,195533;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE VIOLETTEN;26;1;;;972;0,017273;;-0,017273;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;DIE VIOLETTEN;26;2;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;PDV;27;1;;;;;;;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;Partei;PDV;27;2;;;5069;0,089844;;-0,089844;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Übrige;1000;1;;;19650;0,349184;;-0,349184;
BT;24.09.2017;Land;08;Baden-Württemberg;BUND;99;System-Gruppe;Übrige;1000;2;;;57321;1,015966;;-1,015966;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Wahlberechtigte;-4;;777264;;796072;;-2,3626;;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Wähler;-3;;595411;76,603445;577428;72,534645;3,114328;4,0688;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Ungültige;-2;1;10008;1,680856;15479;2,680681;-35,344661;-0,999825;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Ungültige;-2;2;10153;1,705209;14868;2,574866;-31,712402;-0,869658;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Gültige;-1;1;585403;98,319144;561949;97,319319;4,173688;0,999825;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Gültige;-1;2;585258;98,294791;562560;97,425134;4,03477;0,869658;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;CDU;1;1;211855;36,189599;234133;41,664457;-9,515105;-5,474858;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;CDU;1;2;189573;32,391356;212368;37,750284;-10,733726;-5,358929;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;SPD;2;1;184511;31,518629;199723;35,541126;-7,616549;-4,022497;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;SPD;2;2;158895;27,149565;174592;31,035267;-8,990675;-3,885703;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;DIE LINKE;3;1;65712;11,225088;48977;8,71556;34,1691;2,509528;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;DIE LINKE;3;2;75448;12,891409;56045;9,962493;34,620394;2,928916;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;GRÜNE;4;1;26116;4,4612;21746;3,869746;20,09565;0,591454;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;GRÜNE;4;2;35117;6,00026;31998;5,687927;9,747484;0,312333;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;AfD;5;1;54587;9,324687;24912;4,433143;119,1193;4,891545;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;AfD;5;2;58920;10,067355;29291;5,206734;101,153938;4,860621;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FDP;6;1;27627;4,719313;8393;1,493552;229,167163;3,225761;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FDP;6;2;44477;7,599554;21506;3,822881;106,812052;3,776673;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;PIRATEN;7;1;2325;0,397162;13880;2,469975;-83,24928;-2,072813;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;PIRATEN;7;2;2937;0,50183;14693;2,61181;-80,01089;-2,10998;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;NPD;8;1;947;0,161769;9231;1,642676;-89,74109;-1,480907;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;NPD;8;2;3106;0,530706;9691;1,722661;-67,949644;-1,191955;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FREIE WÄHLER;9;1;6959;1,188754;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FREIE WÄHLER;9;2;4825;0,824423;3664;0,651308;31,686681;0,173114;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;MLPD;10;1;572;0,09771;267;0,047513;114,23221;0,050197;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;MLPD;10;2;427;0,072959;361;0,064171;18,282548;0,008788;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;BGE;11;1;;;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;BGE;11;2;1025;0,175136;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;DM;12;1;;;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;DM;12;2;886;0,151386;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;PDV;13;1;242;0,041339;687;0,122253;-64,774381;-0,080914;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;PDV;13;2;533;0,091071;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;Die PARTEI;14;1;3950;0,674749;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;Die PARTEI;14;2;7475;1,277214;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;V-Partei³;15;1;;;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;V-Partei³;15;2;1614;0,275776;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FAMILIE;16;1;;;;;;;
BT;24.09.2017;Land;10;Saarland;BUND;99;Partei;FAMILIE;16;2;;;7449;1,324125;;-1,324125;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;24.09.2017;Land;10;Saarland;BUND;99;System-Gruppe;Übrige;1000;2;;;902;0,160338;;-0,160338;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Wahlberechtigte;-4;;228471;;226944;;0,672853;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Wähler;-3;;171914;75,245436;162749;71,713286;5,631371;3,53215;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Ungültige;-2;1;1596;0,928371;2223;1,365907;-28,205128;-0,437536;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Ungültige;-2;2;1449;0,842863;2113;1,298318;-31,424515;-0,455455;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Gültige;-1;1;170318;99,071629;160526;98,634093;6,099946;0,437536;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Gültige;-1;2;170465;99,157137;160636;98,701682;6,118803;0,455455;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;CDU;1;1;68120;39,995773;68235;42,507133;-0,168535;-2,51136;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;CDU;1;2;58320;34,212302;61347;38,190069;-4,934227;-3,977768;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SPD;2;1;47711;28,012894;59718;37,20145;-20,106166;-9,188557;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;SPD;2;2;40388;23,69284;52396;32,617844;-22,91778;-8,925004;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;GRÜNE;3;1;17911;10,516211;12491;7,781294;43,391242;2,734917;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;GRÜNE;3;2;22304;13,084211;15734;9,794816;41,756705;3,289395;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FDP;4;1;11147;6,544816;3039;1,893151;266,798289;4,651665;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FDP;4;2;18955;11,119585;8065;5,020668;135,027898;6,098917;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;DIE LINKE;5;1;12144;7,130192;7436;4,632271;63,313609;2,49792;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;DIE LINKE;5;2;14002;8,214003;9084;5,655021;54,139146;2,558982;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;AfD;6;1;10583;6,213671;5234;3,260531;102,197172;2,95314;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;AfD;6;2;11653;6,836007;6563;4,085635;77,555996;2,750373;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;NPD;7;1;;;955;0,594919;;-0,594919;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;NPD;7;2;349;0,204734;929;0,578326;-62,432723;-0,373592;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;8;1;1947;1,143156;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;FREIE WÄHLER;8;2;1195;0,701024;1042;0,648672;14,683301;0,052352;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;9;1;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;MLPD;9;2;59;0,034611;44;0,027391;34,090909;0,00722;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BGE;10;1;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;BGE;10;2;843;0,49453;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;ÖDP;11;1;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;ÖDP;11;2;297;0,174229;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;12;1;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Die PARTEI;12;2;2100;1,231924;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB: Krüger-Winands;13;1;755;0,443288;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Einzelbewerber/Wählergruppe;EB: Krüger-Winands;13;2;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Tierschutzpartei;14;1;;;;;;;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;Tierschutzpartei;14;2;;;1459;0,908265;;-0,908265;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;PIRATEN;15;1;;;3418;2,12925;;-2,12925;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;Partei;PIRATEN;15;2;;;3183;1,981499;;-1,981499;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;1;;;0;0;;0;
BT;24.09.2017;Wahlkreis;001;Flensburg – Schleswig;LAND;01;System-Gruppe;Übrige;1000;2;;;790;0,491795;;-0,491795;
